right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,x_left_shoulder_left_wrist,y_left_shoulder_left_wrist,z_left_shoulder_left_wrist,x_right_shoulder_right_wrist,y_right_shoulder_right_wrist,z_right_shoulder_right_wrist,x_left_hip_left_ankle,y_left_hip_left_ankle,z_left_hip_left_ankle,x_right_hip_right_ankle,y_right_hip_right_ankle,z_right_hip_right_ankle,x_left_hip_left_wrist,y_left_hip_left_wrist,z_left_hip_left_wrist,x_right_hip_right_wrist,y_right_hip_right_wrist,z_right_hip_right_wrist,x_left_shoulder_left_ankle,y_left_shoulder_left_ankle,z_left_shoulder_left_ankle,x_right_shoulder_right_ankle,y_right_shoulder_right_ankle,z_right_shoulder_right_ankle,x_left_hip_right_wrist,y_left_hip_right_wrist,z_left_hip_right_wrist,x_right_hip_left_wrist,y_right_hip_left_wrist,z_right_hip_left_wrist,x_left_elbow_right_elbow,y_left_elbow_right_elbow,z_left_elbow_right_elbow,x_left_knee_right_knee,y_left_knee_right_knee,z_left_knee_right_knee,x_left_wrist_right_wrist,y_left_wrist_right_wrist,z_left_wrist_right_wrist,x_left_ankle_right_ankle,y_left_ankle_right_ankle,z_left_ankle_right_ankle
29.841363871149714,26.694619130094587,25.797592895539513,175.59923333886576,175.51054890662002,9.315803205591825,26.671929227857802,-0.024361789226531982,0.039669156074523926,-0.19418548606336117,0.0031810402870178223,0.025846511125564575,-0.23915479774586856,0.018351733684539795,0.3347475528717041,0.13598163821734488,-0.012644201517105103,0.33146750926971436,0.13404689566232264,-0.008509218692779541,-0.22188740968704224,-0.21018543443642557,-0.01849818229675293,-0.23028790950775146,-0.24500616057775915,0.0024991631507873535,0.5963041186332703,0.15198158659040928,0.00903502106666565,0.5876019299030304,0.13989825849421322,-0.07348039746284485,-0.22946453094482422,-0.23799359402619302,0.04647299647331238,-0.22271078824996948,-0.2171980009879917,-0.17786791920661926,0.0082949697971344,-0.0021998584270477295,-0.0849585235118866,0.00805741548538208,0.02110253879800439,-0.06497117877006531,-0.007577121257781982,-0.027808159589767456,-0.08597815036773682,-0.0024566650390625,0.005077823996543884
29.743451962302174,26.774536805665466,25.867387317393245,175.94162037833595,175.46893817417978,10.186489228901644,26.54178192304602,-0.02433377504348755,0.03946748375892639,-0.16196665167808533,0.005030810832977295,0.025529801845550537,-0.20750476303510368,0.018329203128814697,0.33356308937072754,0.1207220396026969,-0.01296892762184143,0.33109283447265625,0.1277477650437504,-0.008347094058990479,-0.2227555513381958,-0.17068708036094904,-0.016118168830871582,-0.23077121376991272,-0.20901773287914693,0.002342522144317627,0.5957861244678497,0.1294424682855606,0.008180052042007446,0.5873938500881195,0.12926073488779366,-0.07140931487083435,-0.2304457724094391,-0.2020129719749093,0.04694405198097229,-0.22308099269866943,-0.17769184126518667,-0.17803776264190674,0.008470535278320312,-0.008848793804645538,-0.08498355746269226,0.008014142513275146,0.028758144471794367,-0.06306222081184387,-0.007690221071243286,-0.031325891613960266,-0.0865892767906189,-0.0021448135375976562,0.014030486345291138
29.617408409430915,26.88549580538724,25.930512114984218,176.088445684185,175.36830072252448,11.362135929044635,26.631731481208824,-0.02473992109298706,0.03930822014808655,-0.13839842146262527,0.007894337177276611,0.024643272161483765,-0.18440854968503118,0.018231630325317383,0.3329979181289673,0.11034812871366739,-0.013001561164855957,0.3309640884399414,0.11677652527578175,-0.008299946784973145,-0.22326111793518066,-0.14064042922109365,-0.012545466423034668,-0.23176845908164978,-0.18264069478027523,0.0017916560173034668,0.5955672562122345,0.11259013647213578,0.007438242435455322,0.587375819683075,0.1150086703710258,-0.06805658340454102,-0.23166099190711975,-0.17626177426427603,0.0472111701965332,-0.2233685851097107,-0.14701934973709285,-0.17810681462287903,0.008485913276672363,-0.014319375157356262,-0.08509048819541931,0.008037209510803223,0.027696222066879272,-0.05975663661956787,-0.008399873971939087,-0.03562134504318237,-0.08674430847167969,-0.0019263625144958496,0.012807317078113556
29.296350739048982,26.79682596044379,25.977064123648233,176.15483288860403,175.32755633717133,12.637561124645119,27.045017316539553,-0.025785088539123535,0.039133220911026,-0.12452476634643972,0.011685550212860107,0.022921323776245117,-0.169688587076962,0.018086731433868408,0.3327476978302002,0.10150283086113632,-0.013031363487243652,0.33076387643814087,0.11124994163401425,-0.00850057601928711,-0.2236756980419159,-0.12376729887910187,-0.008198440074920654,-0.2336200475692749,-0.16543776984326541,0.0008022189140319824,0.5955566167831421,0.10074536339379847,0.006852626800537109,0.5873052477836609,0.10699912440031767,-0.06391763687133789,-0.23367267847061157,-0.15933872503228486,0.04721862077713013,-0.22362306714057922,-0.12986634369008243,-0.17758864164352417,0.0082949697971344,-0.0150761678814888,-0.08519208431243896,0.008052647113800049,0.029776104725897312,-0.05541706085205078,-0.009996980428695679,-0.03557142615318298,-0.0868372917175293,-0.002036452293395996,0.01584615558385849
29.12574639445555,26.49492604768964,26.050161825716774,176.2239293139223,175.2877988632437,13.021640536019689,27.660092916342183,-0.027290165424346924,0.0389573872089386,-0.11100530049588997,0.01273837685585022,0.022529542446136475,-0.15968557726591825,0.018013954162597656,0.3320539593696594,0.09294154960662127,-0.013091474771499634,0.3302128314971924,0.10235879919491708,-0.008679032325744629,-0.22424602508544922,-0.10810102056711912,-0.006691068410873413,-0.23421144485473633,-0.15255421050824225,-0.0005971789360046387,0.5952573716640472,0.09003726967785042,0.006337970495223999,0.5869538187980652,0.09522743243724108,-0.06262484192848206,-0.23433566093444824,-0.1465551285073161,0.047254741191864014,-0.2241218090057373,-0.11410010256804526,-0.1774069368839264,0.00818490982055664,-0.014961309731006622,-0.08534982800483704,0.008019983768463135,0.029574559070169926,-0.05394580960273743,-0.010089635848999023,-0.03845410794019699,-0.08703920245170593,-0.001965343952178955,0.015416331589221954
28.979041997693674,26.506790779380953,26.13010576775207,176.34634691485684,175.17934096507778,13.00868082591323,27.55810608422023,-0.02750641107559204,0.03864416480064392,-0.1166754090518225,0.012707769870758057,0.022586017847061157,-0.16530861984938383,0.01796180009841919,0.33034276962280273,0.09824932203628123,-0.013263136148452759,0.32958537340164185,0.10540305497124791,-0.008474946022033691,-0.22499361634254456,-0.1136951909866184,-0.006501138210296631,-0.2343873679637909,-0.15845462260767817,-0.0010696649551391602,0.5939805507659912,0.09526910397107713,0.005945771932601929,0.5865587592124939,0.09854905772954226,-0.06254139542579651,-0.23463788628578186,-0.15298880799673498,0.047565311193466187,-0.2247430980205536,-0.1191610055975616,-0.17750361561775208,0.008248865604400635,-0.015901930630207062,-0.08549803495407104,0.007927119731903076,0.028290845453739166,-0.05406644940376282,-0.009644269943237305,-0.03929361701011658,-0.08726519346237183,-0.0010079145431518555,0.012619547545909882
28.92709535608478,26.632172097556413,26.151804350234382,176.40837063670855,175.13592242195395,13.330452125319946,27.400723035935354,-0.027568697929382324,0.038578301668167114,-0.12314774608239532,0.01341518759727478,0.02257782220840454,-0.16887200810015202,0.017927587032318115,0.32884037494659424,0.10317652975209057,-0.013231366872787476,0.32920873165130615,0.10961027932353318,-0.008481740951538086,-0.2251971960067749,-0.12183604086749256,-0.005670100450515747,-0.23454391956329346,-0.16260770219378173,-0.001159369945526123,0.5926158726215363,0.10186482453718781,0.005853921175003052,0.5863304734230042,0.1033459734171629,-0.061779290437698364,-0.23471975326538086,-0.15755347604863346,0.04762744903564453,-0.2250213623046875,-0.12689026701264083,-0.1778990924358368,0.008033156394958496,-0.014327548444271088,-0.08550164103507996,0.007886946201324463,0.02934831567108631,-0.05329754948616028,-0.009522557258605957,-0.0357174351811409,-0.08726814389228821,0.00019252300262451172,0.011487975716590881
28.86808153825091,26.69596191851604,26.150432556709056,176.46924059254906,175.11434718073363,13.608423778175306,27.194695507356982,-0.02747100591659546,0.03857332468032837,-0.1264177323319018,0.013999968767166138,0.02261534333229065,-0.17079231794923544,0.017938077449798584,0.32821446657180786,0.1053496515378356,-0.013193756341934204,0.3290078043937683,0.11197796696797013,-0.008410036563873291,-0.22524890303611755,-0.12573056016117334,-0.004944354295730591,-0.2346140742301941,-0.16461941367015243,-0.001122891902923584,0.5920366942882538,0.10466247936710715,0.005750566720962524,0.586237221956253,0.10580506268888712,-0.06112220883369446,-0.23473834991455078,-0.1600506165996194,0.047767817974090576,-0.22512462735176086,-0.13029935723170638,-0.17812609672546387,0.0076721906661987305,-0.014892369508743286,-0.08550393581390381,0.008044302463531494,0.02929005678743124,-0.05271217226982117,-0.009489446878433228,-0.034320056438446045,-0.08730968832969666,0.0006690621376037598,0.011197112500667572
28.80681982257965,26.729536717429106,26.148413498420982,176.51094064051554,175.09473095578835,13.627632084076472,26.99218801374038,-0.027325153350830078,0.03858569264411926,-0.13193070539273322,0.014078229665756226,0.022599905729293823,-0.17663651378825307,0.017948567867279053,0.3281705975532532,0.10637898067943752,-0.013181746006011963,0.3287598490715027,0.11340733268298209,-0.008274972438812256,-0.22524192929267883,-0.13214744557626545,-0.00469207763671875,-0.23462370038032532,-0.17148790112696588,-0.0011016130447387695,0.5919982194900513,0.10659572086296976,0.005588561296463013,0.5859834551811218,0.1082587200216949,-0.060903728008270264,-0.23476174473762512,-0.16743858088739216,0.04793667793273926,-0.22510388493537903,-0.13619676581583917,-0.17821922898292542,0.0073126256465911865,-0.0147123783826828,-0.08550861477851868,0.008089184761047363,0.028621182776987553,-0.05262875556945801,-0.009519815444946289,-0.03529113531112671,-0.08734196424484253,0.00045120716094970703,0.011077672243118286
28.701112540758306,26.6966720005144,26.193046574144834,176.48678981235082,175.080342474976,13.603796927300555,26.774039967624,-0.027210116386413574,0.038511574268341064,-0.12451140594203025,0.014030128717422485,0.022597461938858032,-0.17432014597579837,0.018004775047302246,0.3281439542770386,0.1010519138071686,-0.013000905513763428,0.3287959098815918,0.1064666728489101,-0.00810539722442627,-0.22526058554649353,-0.12427683710120618,-0.004529684782028198,-0.23452189564704895,-0.169393100310117,-0.0010999441146850586,0.5919161140918732,0.10081734496634454,0.005558907985687256,0.5859152674674988,0.10153962718322873,-0.060885846614837646,-0.23474714159965515,-0.16549389599822462,0.04825076460838318,-0.22503533959388733,-0.12817604141309857,-0.17818349599838257,0.006839275360107422,-0.018437102437019348,-0.08563041687011719,0.007878363132476807,0.02624221984297037,-0.05278044939041138,-0.009486556053161621,-0.04121705889701843,-0.08736184239387512,0.0004267096519470215,0.00931396335363388
28.562441125802515,26.64884691274734,26.349942443797453,176.33281553367502,175.03324406667562,13.499642184102633,26.587841780857357,-0.0272902250289917,0.038178443908691406,-0.1244987656828016,0.013818204402923584,0.022591620683670044,-0.1749539147131145,0.018049120903015137,0.3276594281196594,0.10118355369195342,-0.012619227170944214,0.3284948468208313,0.10779097455088049,-0.008030354976654053,-0.225727379322052,-0.12464897567406297,-0.004433691501617432,-0.23464754223823547,-0.17064119351562113,-0.0012107491493225098,0.5915652513504028,0.10133376368321478,0.005632668733596802,0.5857340097427368,0.10347825335338712,-0.06110134720802307,-0.23505058884620667,-0.1667178743518889,0.04863730072975159,-0.2253243327140808,-0.1285722948377952,-0.17814543843269348,0.006462991237640381,-0.01785489171743393,-0.08600655198097229,0.007929027080535889,0.025937234982848167,-0.05307099223136902,-0.009323209524154663,-0.04206889867782593,-0.08733600378036499,0.0004323720932006836,0.010530740022659302
28.42417725080516,26.648586798845052,26.548475863773326,176.02432938967192,174.94948000928133,13.437937994596567,26.447097373561064,-0.027326345443725586,0.03787505626678467,-0.13679083809256554,0.01385730504989624,0.022352218627929688,-0.18682337901555002,0.018216490745544434,0.32742631435394287,0.10737760877236724,-0.01217794418334961,0.3285030722618103,0.11201881791930646,-0.00783848762512207,-0.22577902674674988,-0.13864232832565904,-0.004235804080963135,-0.23474174737930298,-0.18633755121845752,-0.001271367073059082,0.5910803973674774,0.10922909900546074,0.005915164947509766,0.585597038269043,0.11153299012221396,-0.06112891435623169,-0.23523324728012085,-0.1824121200479567,0.049054622650146484,-0.225287526845932,-0.14256775949615985,-0.1781236231327057,0.006166785955429077,-0.020169422030448914,-0.08661454916000366,0.007817447185516357,0.023580646608024836,-0.05329042673110962,-0.009454220533370972,-0.04376979172229767,-0.0872875452041626,0.0005852580070495605,0.008566640317440033
28.286096563072938,26.64069195980566,26.73726835060365,175.75921804009718,174.82625450536935,13.415497100285501,26.412272025360547,-0.027255654335021973,0.03790879249572754,-0.1622684309259057,0.013970375061035156,0.022130191326141357,-0.2118092984892428,0.018431901931762695,0.3273443579673767,0.1223763891030103,-0.0118161141872406,0.32863104343414307,0.1284222169779241,-0.007572591304779053,-0.22552242875099182,-0.17018733988516033,-0.004040181636810303,-0.23462119698524475,-0.21785288909450173,-0.0012511610984802246,0.5907755792140961,0.13029529806226492,0.006194442510604858,0.5853824317455292,0.13446580758318305,-0.061050742864608765,-0.23516324162483215,-0.21378980646841228,0.04943796992301941,-0.22498038411140442,-0.17425042251124978,-0.17802464962005615,0.006118208169937134,-0.020081765949726105,-0.08718147873878479,0.00770038366317749,0.023869207128882408,-0.05347815155982971,-0.009640812873840332,-0.04360246658325195,-0.08725857734680176,0.0007446408271789551,0.010108910501003265
28.209227806637507,26.405287365696374,26.992965168989926,175.4227395183943,174.59295896181976,13.37326625801147,26.29938679550923,-0.027584969997406006,0.03758808970451355,-0.15971086081117392,0.013930916786193848,0.022126495838165283,-0.2138892118819058,0.018639743328094482,0.3272041082382202,0.12574535887688398,-0.011618375778198242,0.3286040425300598,0.13416258245706558,-0.007785379886627197,-0.22572842240333557,-0.17250140476971865,-0.003960967063903809,-0.23457521200180054,-0.2218552753329277,-0.0011598467826843262,0.5905206203460693,0.13853590283542871,0.006273508071899414,0.5853057503700256,0.1421286459080875,-0.06093764305114746,-0.23517483472824097,-0.2173245893791318,0.049191296100616455,-0.22512879967689514,-0.17703209072351456,-0.1776212751865387,0.005685091018676758,-0.016776949167251587,-0.08793726563453674,0.0077016353607177734,0.02408622531220317,-0.053152263164520264,-0.009446412324905396,-0.04482318460941315,-0.08723479509353638,0.0008003115653991699,0.012947909533977509
